arm,composite_skew_fraction,distractor_key_attention,head,layer,normalized_composite_trace,qk_factor_cosine,qk_initial_scale,relation,seed,step,target_key_attention,target_key_score_margin
independent,0.6686340384119834,0.02233731374144554,0,0,0.06101071882031374,0.013277905634368191,1.0,independent,100,200,0.022042568773031235,-0.039046406745910645
independent,0.6543312981511232,0.020960278809070587,1,0,0.4476549683489496,0.09763448001365826,1.0,independent,100,200,0.020812317728996277,-0.023924946784973145
independent,0.6537215486910479,0.02210981212556362,2,0,0.5721954016085712,0.12536463483635674,1.0,independent,100,200,0.02321009524166584,0.018039941787719727
independent,0.6724373961660166,0.024687092751264572,3,0,0.2771751769031143,0.06061931057108489,1.0,independent,100,200,0.024751929566264153,-0.018792390823364258
independent,0.7372949921767701,0.07150723040103912,0,1,0.20146887739958225,0.04460659951674267,1.0,independent,100,200,0.06366802752017975,-0.022521205246448517
independent,0.7095815744782299,0.07158319652080536,1,1,0.1551925085994201,0.0343360609850318,1.0,independent,100,200,0.06279991567134857,-0.08137541264295578
independent,0.7089359434855572,0.07231873273849487,2,1,0.10387900552477287,0.022673764384793682,1.0,independent,100,200,0.06057105213403702,-0.08516383171081543
independent,0.7410255328880125,0.07082714885473251,3,1,0.04328544532075118,0.010140332158808751,1.0,independent,100,200,0.06194265931844711,-0.052016377449035645
independent,0.5079703702351108,0.04125041514635086,0,2,2.0424430034045553,0.4719966834077985,1.0,independent,100,200,0.03327608108520508,-0.0440371036529541
independent,0.5231955529827215,0.0420706681907177,1,2,2.005856908372868,0.45338913262602276,1.0,independent,100,200,0.03375151380896568,-0.01803123950958252
independent,0.5216435901199423,0.042656853795051575,2,2,2.0121326071809333,0.4512109935252049,1.0,independent,100,200,0.03429461270570755,0.016906023025512695
independent,0.53601522395105,0.04353021830320358,3,2,2.0111176762465366,0.4584144687323971,1.0,independent,100,200,0.03444746136665344,-0.012974143028259277
independent,0.5308352374595764,0.04388438165187836,0,3,1.631946589200272,0.40181876332708916,1.0,independent,100,200,0.03583257645368576,0.01776885986328125
independent,0.48008384649382563,0.042789947241544724,1,3,1.4263926576351353,0.41404321806690697,1.0,independent,100,200,0.032151706516742706,0.0374828577041626
independent,0.5006080905912181,0.04280170053243637,2,3,1.5717954679015604,0.41041934252046897,1.0,independent,100,200,0.0320001058280468,-0.009327054023742676
independent,0.45927992441375554,0.04094680771231651,3,3,1.5475754996311422,0.41508477192518606,1.0,independent,100,200,0.029463591054081917,0.011615514755249023
independent,0.6613620618183933,0.02066005952656269,0,0,-0.019710092409272864,-0.00419003653189628,1.0,independent,100,400,0.019679665565490723,-0.08863401412963867
independent,0.6600426769971574,0.01817040890455246,1,0,0.40168073522588593,0.08256825255138406,1.0,independent,100,400,0.01810057833790779,-0.010702252388000488
independent,0.6750942751717256,0.02009756490588188,2,0,0.5650092722794223,0.11708787138340425,1.0,independent,100,400,0.020924758166074753,0.015595555305480957
independent,0.6712322141626245,0.015850989148020744,3,0,0.2855019173431871,0.05847384414274721,1.0,independent,100,400,0.015977438539266586,-0.0007628202438354492
independent,0.7021058962770661,0.07435737550258636,0,1,0.5345104654533238,0.11395190574529311,1.0,independent,100,400,0.0656614825129509,-0.04280141741037369
independent,0.7046251845905035,0.07390501350164413,1,1,0.4368499405763401,0.09131460983261128,1.0,independent,100,400,0.06718052923679352,-0.07172256708145142
independent,0.6783266952445998,0.07455354928970337,2,1,0.3879393416580497,0.08426146534110167,1.0,independent,100,400,0.06979475915431976,-0.024228230118751526
independent,0.7088831197318565,0.07511086761951447,3,1,0.42703274232825306,0.08951738039819794,1.0,independent,100,400,0.06868618726730347,0.003079477697610855
independent,0.4925769145283801,0.04466921091079712,0,2,2.244425799072273,0.5306246113002709,1.0,independent,100,400,0.03238339722156525,0.06790876388549805
independent,0.5061610841140899,0.044070594012737274,1,2,2.3413448714944556,0.5372372217328751,1.0,independent,100,400,0.0335286520421505,0.015692472457885742
independent,0.5203993668640801,0.0434536337852478,2,2,2.1211028801393983,0.4971870768710489,1.0,independent,100,400,0.032117970287799835,0.1287686824798584
independent,0.5434090601924016,0.04549657925963402,3,2,2.0446869523206193,0.4922592701667409,1.0,independent,100,400,0.03115197643637657,0.02638876438140869
independent,0.5291382981724287,0.045308828353881836,0,3,1.6641587209942925,0.4449805977217294,1.0,independent,100,400,0.03788208216428757,0.11419522762298584
independent,0.4767198130272552,0.0441826730966568,1,3,1.578555231599801,0.4627432447168682,1.0,independent,100,400,0.030616343021392822,0.1037285327911377
independent,0.5175619448401456,0.0441974513232708,2,3,1.5946387360967553,0.4218628100988447,1.0,independent,100,400,0.03128628432750702,0.08731460571289062
independent,0.5019687721604414,0.04646427556872368,3,3,1.508374423305143,0.41735102449443845,1.0,independent,100,400,0.03359350934624672,0.16812467575073242
independent,0.666344226487958,0.0218172799795866,0,0,-0.836434964234512,-0.1638313569351377,1.0,independent,100,800,0.017209243029356003,-0.11886727809906006
independent,0.6816888868393344,0.015090106055140495,1,0,0.13043703166403667,0.02540863839808513,1.0,independent,100,800,0.015398195944726467,0.011003971099853516
independent,0.6726575441583955,0.028316808864474297,2,0,0.6111472977459731,0.12532711888277281,1.0,independent,100,800,0.03250604867935181,0.08384346961975098
independent,0.6851563277129118,0.015423967503011227,3,0,0.03325804176466779,0.0068009252103116225,1.0,independent,100,800,0.014338761568069458,-0.051262855529785156
independent,0.7025477408073106,0.06123095750808716,0,1,0.547270191247307,0.12079317488771134,1.0,independent,100,800,0.04881688952445984,-0.12744587659835815
independent,0.7148984098909051,0.06488346308469772,1,1,0.38978706026670545,0.08498439130248987,1.0,independent,100,800,0.04985629394650459,-0.12884709239006042
independent,0.6788449361086724,0.06224363297224045,2,1,0.4064044320269384,0.08430731994320825,1.0,independent,100,800,0.04428744316101074,-0.1629420518875122
independent,0.7393466695117216,0.06690330803394318,3,1,0.343190268655799,0.07379874082329914,1.0,independent,100,800,0.04853547737002373,-0.1460152566432953
independent,0.5117127091271716,0.040122173726558685,0,2,2.2270675173931167,0.5421179335937742,1.0,independent,100,800,0.028249423950910568,-0.009289741516113281
independent,0.5211492718639908,0.04078065976500511,1,2,2.303210712216026,0.5181710161142272,1.0,independent,100,800,0.026184583082795143,-0.09621000289916992
independent,0.5333381075891079,0.03974210098385811,2,2,2.165672908076776,0.5080336945890553,1.0,independent,100,800,0.026408536359667778,-0.07056665420532227
independent,0.5463429965916606,0.041924040764570236,3,2,2.125132678928832,0.514863827546201,1.0,independent,100,800,0.03136129304766655,-0.04297685623168945
independent,0.6112897688056409,0.047608088701963425,0,3,1.5030286410899352,0.3976169387112059,1.0,independent,100,800,0.036828380078077316,-0.02207815647125244
independent,0.5423236843179474,0.04652343690395355,1,3,1.5212526376222772,0.4421151261217541,1.0,independent,100,800,0.03414948284626007,-0.015964031219482422
independent,0.5609495733801554,0.044027846306562424,2,3,1.5022114927094679,0.4077705278952697,1.0,independent,100,800,0.0381312370300293,-0.013595342636108398
independent,0.5521494869411111,0.04699280858039856,3,3,1.4390159178874717,0.41655545237956193,1.0,independent,100,800,0.034054867923259735,-0.0031262636184692383
independent,0.6697162194699233,0.03985561057925224,0,0,0.0621118969771344,0.013181468221733907,1.0,independent,100,1600,0.07810662686824799,0.9838660955429077
independent,0.6753812750987219,0.013504932634532452,1,0,-0.2583884359579191,-0.06834852880182694,1.0,independent,100,1600,0.008569825440645218,-0.1405332088470459
independent,0.607200454501181,0.03397751599550247,2,0,0.5858808524644814,0.13272214585510994,1.0,independent,100,1600,0.07052163779735565,1.3005878925323486
independent,0.6790263169195498,0.07367126643657684,3,0,-0.5139715770642009,-0.0912094709836682,1.0,independent,100,1600,0.04898206889629364,-0.2731649875640869
independent,0.7012690954100058,0.2021295130252838,0,1,-0.17912885705419754,-0.06647681352939866,1.0,independent,100,1600,0.04328834265470505,-3.0171306133270264
independent,0.7013824304404787,0.2085549533367157,1,1,-0.2335399900730462,-0.0881589343781004,1.0,independent,100,1600,0.04128195345401764,-3.1389000415802
independent,0.695268330290139,0.20556840300559998,2,1,-0.2973498001726459,-0.10955418324413001,1.0,independent,100,1600,0.041163742542266846,-3.0682878494262695
independent,0.7002131496601375,0.2023954838514328,3,1,-0.1882510798732552,-0.06844800430261197,1.0,independent,100,1600,0.04565612971782684,-2.8000731468200684
independent,0.599131157131632,0.04829789698123932,0,2,1.8672981132001396,0.5099794347490024,1.0,independent,100,1600,0.034256644546985626,-0.27459654211997986
independent,0.5449892723149466,0.046593621373176575,1,2,1.9666310901889157,0.4753256347360035,1.0,independent,100,1600,0.03652792423963547,-0.3976418375968933
independent,0.6197428401141035,0.05967102572321892,2,2,1.4734914757246838,0.3761523533475565,1.0,independent,100,1600,0.05282306671142578,-0.06738331913948059
independent,0.5787628243343487,0.04969261214137077,3,2,1.7717046218562023,0.44251479190002874,1.0,independent,100,1600,0.027223218232393265,-0.44692912697792053
independent,0.6991618575408408,0.06731821596622467,0,3,0.0320786650803381,0.008284827960483531,1.0,independent,100,1600,0.06303508579730988,0.01630236953496933
independent,0.6991861578238774,0.07283366471529007,1,3,0.05450110241814408,0.015236139935748566,1.0,independent,100,1600,0.08845223486423492,0.21082398295402527
independent,0.715793754134887,0.0695706456899643,2,3,0.30660683209109757,0.07065708877388494,1.0,independent,100,1600,0.05891546607017517,-0.0976543128490448
independent,0.7208826425806609,0.06556294113397598,3,3,0.051712645872744184,0.014283092027539156,1.0,independent,100,1600,0.06567555665969849,0.043349429965019226
independent,0.6420883439707666,0.0369805209338665,0,0,0.7862677879601638,0.1727500031121362,1.0,independent,100,3200,0.0708891749382019,1.4443936347961426
independent,0.7026490220996325,0.01754392497241497,1,0,-0.5782609323925594,-0.10248129665201987,1.0,independent,100,3200,0.01595788449048996,-0.1759335994720459
independent,0.5541728998795934,0.020975466817617416,2,0,1.1148036416108058,0.2933075217285984,1.0,independent,100,3200,0.059450745582580566,1.7748627662658691
independent,0.7501371995445011,0.07422628998756409,3,0,-0.3220962708352979,-0.065042260947095,1.0,independent,100,3200,0.06039053201675415,-0.06576347351074219
independent,0.706784739963707,0.19880227744579315,0,1,-0.074574743819548,-0.030689432683255153,1.0,independent,100,3200,0.029316775500774384,-1.9400501251220703
independent,0.706871387277476,0.19871380925178528,1,1,-0.12428884161521211,-0.048923402297044144,1.0,independent,100,3200,0.03121018409729004,-1.7127704620361328
independent,0.7054112326354127,0.20222942531108856,2,1,-0.12156034606070094,-0.050910794588524565,1.0,independent,100,3200,0.025789335370063782,-2.0357799530029297
independent,0.7067288471772449,0.19508294761180878,3,1,-0.08001056022298976,-0.033815487887350566,1.0,independent,100,3200,0.027796469628810883,-1.7281465530395508
independent,0.6168845883769688,0.0663905143737793,0,2,1.5346711846221468,0.3711472668692352,1.0,independent,100,3200,0.05302964523434639,-0.5296016335487366
independent,0.5665428343033414,0.06328745186328888,1,2,1.7300712082590401,0.4020767841844362,1.0,independent,100,3200,0.034306421875953674,-0.4846796989440918
independent,0.5894445182592547,0.0734071433544159,2,2,1.5071084766535205,0.36470537745147247,1.0,independent,100,3200,0.05516491085290909,-0.3918799161911011
independent,0.5730291102706703,0.06523722410202026,3,2,2.006498612092142,0.4620300512132195,1.0,independent,100,3200,0.04749233275651932,-0.46647053956985474
independent,0.6229264316744397,0.07183630019426346,0,3,1.4292195729324966,0.32124145569517787,1.0,independent,100,3200,0.04606892913579941,-0.2220800518989563
independent,0.572263276953761,0.08049263805150986,1,3,1.257272998629703,0.3468716407093756,1.0,independent,100,3200,0.09326738864183426,0.29295551776885986
independent,0.6149988055924105,0.06664648652076721,2,3,1.7446725215044185,0.3687543084559766,1.0,independent,100,3200,0.028567293658852577,-0.6093208193778992
independent,0.6423917578372863,0.06511190533638,3,3,1.213195506625916,0.29656498079654564,1.0,independent,100,3200,0.07661361247301102,0.2178211212158203
independent,0.5810505865388539,0.03346548229455948,0,0,1.0837189855743916,0.23777142449994834,1.0,independent,100,6400,0.07467775791883469,1.4298782348632812
independent,0.5373432517566008,0.0704817846417427,1,0,0.9067137610108497,0.1695552956752656,1.0,independent,100,6400,0.0823824554681778,0.35289764404296875
independent,0.35836154204659343,5.1234943384770304e-05,2,0,1.8531213548210241,0.5808401798767838,1.0,independent,100,6400,0.0004833856946788728,3.1828598976135254
independent,0.7965186164330634,0.08408411592245102,3,0,-0.16297912856054303,-0.05139127017142612,1.0,independent,100,6400,0.08562025427818298,0.15224957466125488
independent,0.7069393519022663,0.001558411750011146,0,1,-0.07550634418646142,-0.03280081232650871,1.0,independent,100,6400,0.0006469295476563275,-0.5236492156982422
independent,0.7065883714173427,0.002553048310801387,1,1,-0.11613229254595978,-0.05004927425993841,1.0,independent,100,6400,0.00048478005919605494,-1.8111457824707031
independent,0.7079057210968182,0.0009867517510429025,2,1,-0.0511822906888133,-0.02279909148113696,1.0,independent,100,6400,0.0007504475070163608,-0.03542327880859375
independent,0.7061433116586024,0.0017859840299934149,3,1,-0.06166034144457301,-0.027542807239843356,1.0,independent,100,6400,0.0008474288042634726,-0.0865478515625
independent,0.6386329921629866,0.06237165629863739,0,2,1.0628620018465038,0.2415268827530461,1.0,independent,100,6400,0.06878103315830231,0.3308534324169159
independent,0.5908956847966108,0.06041382998228073,1,2,1.0937436284935564,0.24384969735621476,1.0,independent,100,6400,0.05608326196670532,0.2797132134437561
independent,0.6493215716751898,0.0791768729686737,2,2,1.103845121503987,0.26090933183735077,1.0,independent,100,6400,0.10150603950023651,0.47089654207229614
independent,0.6065165104923452,0.05968829244375229,3,2,1.4994769204382923,0.3372481225385425,1.0,independent,100,6400,0.09069910645484924,0.8588408827781677
independent,0.6029501479581939,0.08008734881877899,0,3,1.3157924305541178,0.27857800214394995,1.0,independent,100,6400,0.12493788450956345,0.8454906940460205
independent,0.5859302234029002,0.09059606492519379,1,3,1.1662364467945736,0.30551386746774045,1.0,independent,100,6400,0.16079869866371155,1.3808743953704834
independent,0.6288548883840468,0.0575052872300148,2,3,1.6468852046071274,0.34257317089558764,1.0,independent,100,6400,0.053907863795757294,0.4425887167453766
independent,0.6336004984858705,0.06723049283027649,3,3,1.0137008935735679,0.22572962541869926,1.0,independent,100,6400,0.09596967697143555,0.7352112531661987
independent,0.7127885050040341,0.06560593843460083,0,0,0.040144404760716214,0.007053939721468887,1.0,independent,101,0,0.06668216735124588,0.013247246854007244
independent,0.7010591990655068,0.06582558155059814,1,0,0.003934576760073231,0.0006875558271385639,1.0,independent,101,0,0.06624618917703629,0.005320897325873375
independent,0.7017417453702829,0.065800242125988,2,0,-0.05432401001919473,-0.009610602042604137,1.0,independent,101,0,0.06604386121034622,0.0007111242739483714
independent,0.7076378556933234,0.06596031785011292,3,0,0.039666171706276794,0.006983019796507874,1.0,independent,101,0,0.0660247802734375,-0.0023770309053361416
independent,0.7014110134570918,0.06603115797042847,0,1,-0.1267206528469115,-0.02230243258545301,1.0,independent,101,0,0.06595268845558167,-0.0006280618836171925
independent,0.6997111597035549,0.06583830714225769,1,1,0.1274491683661943,0.02268511502724013,1.0,independent,101,0,0.06657034158706665,0.010855707339942455
independent,0.7028406833228089,0.06609022617340088,2,1,-0.10207626530020365,-0.017938544846411348,1.0,independent,101,0,0.06612931191921234,-0.00203902879729867
independent,0.6992905471470807,0.06598776578903198,3,1,0.007967210991371654,0.001401914482450994,1.0,independent,101,0,0.06616201996803284,-0.0012215697206556797
independent,0.6969590547590699,0.0660359263420105,0,2,-0.0006590680327064955,-0.00011770362208569564,1.0,independent,101,0,0.06575816869735718,-0.0031894552521407604
independent,0.701713598725208,0.06587259471416473,1,2,-0.10438708978504897,-0.01851357112768735,1.0,independent,101,0,0.06601919233798981,0.002415904775261879
independent,0.705762105131568,0.06589627265930176,2,2,-0.01937372259454851,-0.0033977310632435248,1.0,independent,101,0,0.06627292186021805,0.004537717439234257
independent,0.7073228141001388,0.06596273183822632,3,2,0.0684948956429672,0.01199276761320459,1.0,independent,101,0,0.0659312903881073,-0.0010078285122290254
independent,0.70442432260897,0.0658668726682663,0,3,0.007195072621958303,0.0012764589979604424,1.0,independent,101,0,0.06579931080341339,-0.0038784644566476345
independent,0.7077374857781787,0.06629559397697449,1,3,-0.03724137204516051,-0.0065943319074314045,1.0,independent,101,0,0.0660957396030426,4.749465733766556e-05
independent,0.6981834898874558,0.06591600179672241,2,3,-0.01691860710217512,-0.0029951737584515414,1.0,independent,101,0,0.06557883322238922,-0.00578213669359684
independent,0.7075911166716781,0.06609534472227097,3,3,-0.1317039695918576,-0.02323177251351918,1.0,independent,101,0,0.06556805223226547,-0.005294477101415396
independent,0.6794085169879129,0.01987018808722496,0,0,0.3179006056305934,0.07164478450930796,1.0,independent,101,200,0.01932913437485695,-0.021985173225402832
independent,0.6796360822057211,0.022870874032378197,1,0,0.2618975092787372,0.05894887261585736,1.0,independent,101,200,0.024417344480752945,0.017591238021850586
independent,0.6437591334900556,0.018719159066677094,2,0,-0.06399898979414662,-0.013715795517975735,1.0,independent,101,200,0.018304958939552307,0.015583395957946777
independent,0.6647376015475809,0.022098928689956665,3,0,0.49780462731691466,0.10806410899226972,1.0,independent,101,200,0.023110415786504745,0.008460283279418945
independent,0.6971383617712441,0.06697805970907211,0,1,0.16804019360537387,0.036580121547503036,1.0,independent,101,200,0.06043257191777229,-0.021336957812309265
independent,0.709727396237507,0.06718710064888,1,1,0.3564149397176738,0.0755269094395842,1.0,independent,101,200,0.06159479543566704,0.011407479643821716
independent,0.6837284465690932,0.07075171172618866,2,1,0.06478656853395223,0.013549822234882703,1.0,independent,101,200,0.058488309383392334,-0.08663015067577362
independent,0.7110272796576617,0.06824544817209244,3,1,0.06571379262237495,0.013973380779117426,1.0,independent,101,200,0.05702979862689972,-0.04154633730649948
independent,0.5476484435490886,0.049609046429395676,0,2,1.832713221520095,0.42418152674811815,1.0,independent,101,200,0.037438977509737015,-0.02054417133331299
independent,0.5176156564136243,0.04798990115523338,1,2,1.8771888143182494,0.4416547140168792,1.0,independent,101,200,0.03863982856273651,-0.050007522106170654
independent,0.5564782843945311,0.04756004735827446,2,2,1.8070966058450255,0.43204673749771133,1.0,independent,101,200,0.03575030714273453,-0.07420945167541504
independent,0.5418504905135038,0.0456196665763855,3,2,1.8722930253585133,0.42661282949506424,1.0,independent,101,200,0.03543636202812195,-0.017050504684448242
independent,0.4669039553919043,0.049607791006565094,0,3,1.459109481982879,0.41104983466744477,1.0,independent,101,200,0.042113713920116425,0.03277921676635742
independent,0.42459204006650875,0.046503614634275436,1,3,1.5654949051893878,0.4762571306966821,1.0,independent,101,200,0.03570622578263283,0.01217496395111084
independent,0.4754529547343868,0.047440748661756516,2,3,1.494130926143951,0.4323694270312371,1.0,independent,101,200,0.03830346837639809,0.014179229736328125
independent,0.49985985076238526,0.048246704041957855,3,3,1.4904735671672933,0.4492951721004828,1.0,independent,101,200,0.04159407317638397,0.05917489528656006
independent,0.6752847766134015,0.01865045726299286,0,0,0.42977096148755795,0.09202651709032059,1.0,independent,101,400,0.019031142815947533,0.0119476318359375
independent,0.6812281965052807,0.016801275312900543,1,0,0.4270834456291654,0.09092713966235688,1.0,independent,101,400,0.01867879182100296,0.0486675500869751
independent,0.6457162924890969,0.019451335072517395,2,0,-0.15401688224627275,-0.03210312664194966,1.0,independent,101,400,0.018871530890464783,0.021351337432861328
independent,0.6473007683857909,0.018614424392580986,3,0,0.7591397118942279,0.1633177983368469,1.0,independent,101,400,0.019373640418052673,0.009394168853759766
independent,0.7433120486771368,0.06785455346107483,0,1,0.32767760231073684,0.06861157453250483,1.0,independent,101,400,0.05798877775669098,-0.020884811878204346
independent,0.707961585324106,0.07152721285820007,1,1,0.2785362208762631,0.05935072131588344,1.0,independent,101,400,0.06497959047555923,-0.03928087651729584
independent,0.6714208470579869,0.07072767615318298,2,1,0.3152883375349612,0.06582006949177668,1.0,independent,101,400,0.06010289117693901,-0.07364346832036972
independent,0.6959724130450349,0.06939361989498138,3,1,0.1853242919060404,0.0404201799625116,1.0,independent,101,400,0.06269752234220505,-0.028628304600715637
independent,0.48931398373810026,0.044932328164577484,0,2,2.1234133840237264,0.5052655187147578,1.0,independent,101,400,0.0344599224627018,-0.0037267208099365234
independent,0.5057715562311815,0.04288715124130249,1,2,2.127256997114066,0.5018342695906702,1.0,independent,101,400,0.035057324916124344,0.0026390552520751953
independent,0.540630558029839,0.046428125351667404,2,2,1.9422215593660324,0.45849035042182557,1.0,independent,101,400,0.0341489315032959,0.061899542808532715
independent,0.48452034504159974,0.04087208956480026,3,2,2.164072683400703,0.5131920078732235,1.0,independent,101,400,0.034009311348199844,0.0960245132446289
independent,0.4422001835835765,0.04373006150126457,0,3,1.5637780897160962,0.48472276021930727,1.0,independent,101,400,0.035191796720027924,0.06467723846435547
independent,0.4222444220180808,0.0450744703412056,1,3,1.5645196961752206,0.4933467110166584,1.0,independent,101,400,0.03636402264237404,0.005779743194580078
independent,0.5199309463159849,0.04799700900912285,2,3,1.5846632590221141,0.42667636356448807,1.0,independent,101,400,0.03587574511766434,0.05832314491271973
independent,0.5034098141956357,0.04919542372226715,3,3,1.521807314115864,0.437276357512751,1.0,independent,101,400,0.04301503673195839,0.06829619407653809
independent,0.7335689243434996,0.03617218881845474,0,0,0.05369188901871407,0.011809181679644457,1.0,independent,101,800,0.020160162821412086,0.0010933876037597656
independent,0.6716561667574108,0.026301544159650803,1,0,0.253124305764941,0.052092710045385085,1.0,independent,101,800,0.02805142290890217,0.0611114501953125
independent,0.6678758042026717,0.02698330581188202,2,0,-1.2025470384064851,-0.23812620391364092,1.0,independent,101,800,0.025477442890405655,0.002144336700439453
independent,0.6620572713407282,0.01876683346927166,3,0,0.3855630265694784,0.07922605880963163,1.0,independent,101,800,0.021239403635263443,0.09093046188354492
independent,0.7127005920063523,0.12703806161880493,0,1,0.12290875134098847,0.027117288890129786,1.0,independent,101,800,0.06768494099378586,-0.7152426838874817
independent,0.7140491565765772,0.13390377163887024,1,1,0.1823150848125717,0.041889746974747205,1.0,independent,101,800,0.060619089752435684,-0.8599120378494263
independent,0.6851814642522315,0.13152995705604553,2,1,0.20974766093023858,0.04700420326768613,1.0,independent,101,800,0.06280301511287689,-0.7546398639678955
independent,0.7015609803543752,0.13506674766540527,3,1,0.16336331583790642,0.040839977865727996,1.0,independent,101,800,0.059038277715444565,-0.9236889481544495
independent,0.5027502793092004,0.04113440588116646,0,2,1.9222990528132886,0.5446497071041358,1.0,independent,101,800,0.03414051979780197,0.17693758010864258
independent,0.48301814878768207,0.041928451508283615,1,2,2.0222004552452164,0.5671389331791006,1.0,independent,101,800,0.029307834804058075,-0.04939103126525879
independent,0.5138153202782357,0.03441956266760826,2,2,1.9011248152071567,0.5838690724821439,1.0,independent,101,800,0.026217937469482422,0.039877891540527344
independent,0.47390856759369226,0.033210646361112595,3,2,2.140225976358324,0.5944238374765666,1.0,independent,101,800,0.027352115139365196,0.10150408744812012
independent,0.5300902879821189,0.04707714542746544,0,3,1.3119842136141744,0.4908727079170455,1.0,independent,101,800,0.037669021636247635,0.15736818313598633
independent,0.43116089383981204,0.043763965368270874,1,3,1.4799269643209845,0.5466152275396611,1.0,independent,101,800,0.03520860895514488,0.04641997814178467
independent,0.5391298165966842,0.046010322868824005,2,3,1.5475365041186444,0.47616024737478085,1.0,independent,101,800,0.037812765687704086,0.0827176570892334
independent,0.5675596564404117,0.04705279320478439,3,3,1.3997180002551983,0.46634254681092924,1.0,independent,101,800,0.03565695509314537,0.053028106689453125
independent,0.6686638978837104,0.06494951248168945,0,0,-0.2609250852561151,-0.04635659555368433,1.0,independent,101,1600,0.03739423304796219,0.09221065044403076
independent,0.7031529532089311,0.041116245090961456,1,0,-0.2390481738131253,-0.06484177662772961,1.0,independent,101,1600,0.048252955079078674,0.4153372049331665
independent,0.7101342175678899,0.05530651658773422,2,0,-0.4170798745896735,-0.09457780847946548,1.0,independent,101,1600,0.061980970203876495,0.3858639597892761
independent,0.6958606306701709,0.03716720640659332,3,0,-0.22840300745730047,-0.05070903345440635,1.0,independent,101,1600,0.04120752215385437,0.10956323146820068
independent,0.7048753415042357,0.22212040424346924,0,1,-0.11687720465461472,-0.045517260955926384,1.0,independent,101,1600,0.017558513209223747,-1.7570295333862305
independent,0.7058252802995046,0.21634206175804138,1,1,-0.11578328408092783,-0.04341608583878089,1.0,independent,101,1600,0.0240950770676136,-1.3722143173217773
independent,0.7069163493189242,0.21537339687347412,2,1,-0.09594083729824526,-0.03835808109264729,1.0,independent,101,1600,0.02995876595377922,-1.662971019744873
independent,0.704759851980612,0.2148599624633789,3,1,-0.07568320693322748,-0.029167273346828095,1.0,independent,101,1600,0.02346450835466385,-1.5055856704711914
independent,0.6128153064619921,0.0720931738615036,0,2,1.4590555553105302,0.3687329488777942,1.0,independent,101,1600,0.049398697912693024,-0.19688764214515686
independent,0.5688624316849814,0.06220538169145584,1,2,1.6486490538426732,0.44236222558691496,1.0,independent,101,1600,0.038926735520362854,-0.29705679416656494
independent,0.6050847166688277,0.059057265520095825,2,2,1.649884175938593,0.46699607707521296,1.0,independent,101,1600,0.029074806720018387,-0.3561629056930542
independent,0.5074831251941947,0.049147527664899826,3,2,2.17988714948523,0.5615046676968237,1.0,independent,101,1600,0.027964668348431587,-0.1532680094242096
