comparison,cell_index,cell_key,seed,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass,followup_full_gate_pass,gate_transition,baseline_check_base_accuracy,baseline_check_population_risk,baseline_check_value_flip_effect,baseline_check_donor_accuracy,baseline_check_natural_swap_mse,followup_check_base_accuracy,followup_check_population_risk,followup_check_value_flip_effect,followup_check_donor_accuracy,followup_check_natural_swap_mse,baseline_base_mse,followup_base_mse,delta_base_mse,baseline_donor_mse,followup_donor_mse,delta_donor_mse,baseline_swap_mse,followup_swap_mse,delta_swap_mse,baseline_walsh_distractor_direct,followup_walsh_distractor_direct,delta_walsh_distractor_direct,baseline_walsh_interaction,followup_walsh_interaction,delta_walsh_interaction,baseline_walsh_distractor_only_interaction,followup_walsh_distractor_only_interaction,delta_walsh_distractor_only_interaction,baseline_walsh_target_interaction,followup_walsh_target_interaction,delta_walsh_target_interaction,baseline_walsh_leakage,followup_walsh_leakage,delta_walsh_leakage,baseline_walsh_total_error,followup_walsh_total_error,delta_walsh_total_error
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,0,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.009960773400962353,0.00054737034952268,-0.009413403051439673,0.009965350851416588,0.0019984126556664705,-0.007966938195750117,0.005853216163814068,0.001935334992595017,-0.003917881171219051,0.002434885362163186,0.0006572160637006164,-0.0017776692984625697,0.0033810948953032494,0.0013629277236759663,-0.002018167171627283,0.0007978191715665162,0.00038165232399478555,-0.0004161668475717306,0.0025832755491137505,0.0009812753414735198,-0.0016020002076402307,0.005815980257466435,0.0020201437873765826,-0.003795836470089853,0.008340776897966862,0.0026480264496058226,-0.005692750448361039
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,1,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.002066491637378931,0.0006943114567548037,-0.0013721801806241274,0.003914627246558666,0.0013454077998176217,-0.0025692194467410445,0.004149151034653187,0.0008693645941093564,-0.0032797864405438304,0.001991649391129613,0.0005808827118016779,-0.001410766679327935,0.00122575624845922,0.0007510412251576781,-0.0004747150233015418,5.862423131475225e-05,9.71780318650417e-05,3.855380055028945e-05,0.0011671320535242558,0.0006538631860166788,-0.0005132688675075769,0.003217405639588833,0.001331923936959356,-0.0018854817026294768,0.005082500632852316,0.0023791317362338305,-0.0027033688966184855
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,2,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.05714549496769905,0.006691197864711285,-0.050454297102987766,0.05966635048389435,0.0070584798231720924,-0.052607870660722256,0.054508812725543976,0.009742151945829391,-0.044766660779714584,0.019848637282848358,0.0020812833681702614,-0.017767353914678097,0.015470110811293125,0.0036574285477399826,-0.011812682263553143,0.0028567169792950153,0.0009627717663533986,-0.0018939452129416168,0.012613393366336823,0.0026946566067636013,-0.009918736759573221,0.03531874809414148,0.005738711915910244,-0.02958003617823124,0.056417595595121384,0.008179878816008568,-0.048237716779112816
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,3,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.00759027199819684,0.0007057641632854939,-0.0068845078349113464,0.010486514307558537,0.002779994625598192,-0.007706519681960344,0.009842410683631897,0.0021334909833967686,-0.007708919700235128,0.00431892229244113,0.001396128791384399,-0.0029227935010567307,0.004270731471478939,0.0012403157306835055,-0.0030304157407954335,0.0006942296749912202,0.0001590891188243404,-0.0005351405561668798,0.003576502203941345,0.0010812266264110804,-0.002495275577530265,0.008589653763920069,0.0026364445220679045,-0.005953209241852164,0.013108916580677032,0.004068281501531601,-0.009040635079145432
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,4,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.023375723510980606,0.006932527758181095,-0.01644319575279951,0.01834147796034813,0.006647760048508644,-0.011693717911839485,0.026582954451441765,0.006300893612205982,-0.020282060839235783,0.006264316849410534,0.0019319613929837942,-0.00433235545642674,0.009561928920447826,0.0038807981181889772,-0.005681130802258849,0.002430364489555359,0.0010730103822425008,-0.001357354107312858,0.0071315644308924675,0.0028077878523617983,-0.004323776578530669,0.01582624576985836,0.0058127595111727715,-0.010013486258685589,0.022043198347091675,0.007795960642397404,-0.014247237704694271
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,5,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.04993665963411331,0.008002813905477524,-0.04193384572863579,0.03775070607662201,0.01014168094843626,-0.02760902512818575,0.034511834383010864,0.009475507773458958,-0.025036326609551907,0.011788884177803993,0.0025313273072242737,-0.00925755687057972,0.015840841457247734,0.004975371994078159,-0.010865469463169575,0.004468919709324837,0.0013630208559334278,-0.003105898853391409,0.011371922679245472,0.0036123511381447315,-0.00775957154110074,0.027629725635051727,0.007506699301302433,-0.020123026333749294,0.04052525758743286,0.01032642088830471,-0.03019883669912815
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,6,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.015857966616749763,0.004836739972233772,-0.011021226644515991,0.013233491219580173,0.0034812968224287033,-0.00975219439715147,0.014406953938305378,0.004539561457931995,-0.009867392480373383,0.0035547157749533653,0.0009782863780856133,-0.002576429396867752,0.005740457214415073,0.001886863959953189,-0.0038535932544618845,0.0013631575275212526,0.00046931998804211617,-0.0008938375394791365,0.004377299919724464,0.0014175439719110727,-0.0029597559478133917,0.009295172989368439,0.002865150338038802,-0.006430022651329637,0.013015059754252434,0.004072618670761585,-0.008942441083490849
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,7,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.009514689445495605,0.0014536915114149451,-0.00806099793408066,0.0047932881861925125,0.00038286775816231966,-0.004410420428030193,0.010392440482974052,0.001261567696928978,-0.009130872786045074,0.0017895796336233616,0.000389319087844342,-0.0014002605457790196,0.00296836718916893,0.0009757733205333352,-0.001992593868635595,0.0007582930848002434,0.00029664329485967755,-0.0004616497899405658,0.0022100741043686867,0.0006791300256736577,-0.001530944078695029,0.004757946822792292,0.0013650924083776772,-0.0033928544144146144,0.0065290736965835094,0.0017902030376717448,-0.004738870658911765
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,8,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.011644700542092323,0.00474195834249258,-0.006902742199599743,0.007311292923986912,0.008262937888503075,0.0009516449645161629,0.015609011054039001,0.007917717099189758,-0.007691293954849243,0.0026072559412568808,0.0007614241330884397,-0.001845831808168441,0.004871455952525139,0.0017503666458651423,-0.0031210893066599965,0.0012808083556592464,0.000532053760252893,-0.0007487545954063535,0.0035906475968658924,0.0012183128856122494,-0.002372334711253643,0.00747871189378202,0.002511790778953582,-0.004966921114828438,0.01031704805791378,0.003113199956715107,-0.007203848101198673
same_lr_extension_1600,7,C32-d8-L2-H4-m4-ffn16,9,800,1600,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.04701721668243408,0.005752821918576956,-0.041264394763857126,0.05045497789978981,0.004198746755719185,-0.046256231144070625,0.03842291235923767,0.004352911375463009,-0.03407000098377466,0.013864140957593918,0.001978491200134158,-0.01188564975745976,0.01351372804492712,0.003670584177598357,-0.009843143867328763,0.002820584923028946,0.0009293697075918317,-0.0018912152154371142,0.010693143121898174,0.0027412143535912037,-0.00795192876830697,0.027377869002521038,0.005649075377732515,-0.021728793624788523,0.04436974227428436,0.008222220465540886,-0.03614752180874348
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,0,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.004664808511734009,0.00011421716044424102,-0.004550591351289768,0.005946991965174675,0.0001141001412179321,-0.005832891823956743,0.0029794005677103996,4.0737744711805135e-05,-0.0029386628229985945,0.00247720954939723,0.00024902186123654246,-0.0022281876881606877,0.0012995083816349506,0.00024802173720672727,-0.0010514866444282234,0.00010707871842896566,4.271108082321007e-06,-0.00010280761034664465,0.001192429568618536,0.000243750648223795,-0.000948678920394741,0.003776717931032181,0.0004970435984432697,-0.003279674332588911,0.007318598683923483,0.0010318919084966183,-0.006286706775426865
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,1,800,1600,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0002640392049215734,9.490782395005226e-05,-0.00016913138097152114,0.0002561644068919122,0.001713148900307715,0.0014569844934158027,0.00012140522449044511,0.0017613035161048174,0.0016398982916143723,0.00014709477545693517,4.47552083642222e-05,-0.00010233956709271297,0.00017347015091218054,6.998031312832609e-05,-0.00010348983778385445,3.055022534681484e-05,1.3967275663162582e-05,-1.658294968365226e-05,0.00014291990373749286,5.60130356461741e-05,-8.690686809131876e-05,0.0003205649263691157,0.00011473552149254829,-0.00020582940487656742,0.0006524426862597466,0.00022708566393703222,-0.00042535702232271433
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,2,800,1600,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0005903767887502909,4.772099055116996e-05,-0.0005426557981991209,0.0005183813627809286,4.905969399260357e-05,-0.00046932166878832504,0.00014595499669667333,2.3503624106524512e-05,-0.00012245137259014882,0.00032386917155236006,6.8711378844454885e-06,-0.00031699803366791457,0.00032664110767655075,8.188175343093462e-06,-0.0003184529323334573,2.6362940843682736e-05,1.2095140391465975e-06,-2.515342680453614e-05,0.00030027818866074085,6.978661076573189e-06,-0.00029329952758416766,0.0006505102792289108,1.505931322753895e-05,-0.0006354509660013719,0.0013846459332853556,4.710858047474176e-05,-0.0013375373528106138
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,3,800,1600,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00033123811590485275,0.000169788661878556,-0.00016144945402629673,0.00033586594508960843,0.00043759492109529674,0.00010172897600568831,0.00014261589967645705,0.000357140350388363,0.00021452445071190596,0.0001805690408218652,0.00028104838565923274,0.00010047934483736753,0.00020292922272346914,0.0003695187042467296,0.00016658948152326047,3.9091271901270375e-05,5.528390465769917e-05,1.6192632756428793e-05,0.00016383794718421996,0.00031423475593328476,0.0001503968087490648,0.00038349826354533434,0.0006505670899059623,0.000267068826360628,0.000700376636814326,0.001158920582383871,0.00045854394556954503
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,4,800,1600,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0004025398811791092,0.0016721815336495638,0.0012696416524704546,0.0005320063792169094,0.00014161135186441243,-0.000390395027352497,0.00013796499115414917,0.001024341443553567,0.0008863764523994178,0.00018030559294857085,7.442515925504267e-05,-0.00010588043369352818,0.00032912357710301876,0.00016292251530103385,-0.0001662010618019849,7.52854612073861e-05,4.267937765689567e-05,-3.260608355049044e-05,0.0002538380795158446,0.0001202431449200958,-0.00013359493459574878,0.0005094291700515896,0.00023734767455607653,-0.0002720814954955131,0.0007993721519596875,0.00034606881672516465,-0.0004533033352345228
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,5,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.004305245354771614,0.0001283476740354672,-0.004176897680736147,0.007247404661029577,0.00012349916505627334,-0.007123905495973304,0.0027693198062479496,4.080766666447744e-05,-0.002728512139583472,0.000826740637421608,1.814293318602722e-05,-0.0008085977042355807,0.0009629621054045856,1.8750724848359823e-05,-0.0009442113805562258,0.00010976540215779096,2.036441628661123e-06,-0.00010772896052912984,0.000853196601383388,1.6714282537577674e-05,-0.0008364823188458104,0.0017897027428261936,3.6893658034387045e-05,-0.0017528090847918065,0.004563404247164726,0.0001405410876031965,-0.00442286315956153
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,6,800,1600,0.003,0.003,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.0005516522214747965,0.00030209688702598214,-0.0002495553344488144,0.003946720622479916,0.0020152218639850616,-0.001931498758494854,0.0027787068393081427,0.002006613416597247,-0.0007720934227108955,0.000220922491280362,1.919019632623531e-05,-0.0002017322949541267,0.0003491300158202648,3.46347842423711e-05,-0.0003144952315778937,9.293274342780933e-05,7.398006800940493e-06,-8.553473662686883e-05,0.0002561972651164979,2.723677971516736e-05,-0.00022896048540133052,0.0005700525071006268,5.3824980568606406e-05,-0.0005162275265320204,0.0008929725736379623,0.00012592562416102737,-0.000767046949476935
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,7,800,1600,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003605476231314242,0.0001032516302075237,-0.0002572959929239005,0.00034154157037846744,0.00010022179048974067,-0.00024131977988872677,0.00012064447219017893,3.738185841939412e-05,-8.326261377078481e-05,0.00018343035480938852,2.0196241166559048e-05,-0.00016323411364282947,0.0002551851503085345,2.118491829605773e-05,-0.00023400023201247677,4.7751833335496485e-05,2.98526401820709e-06,-4.4766569317289395e-05,0.0002074333024211228,1.8199654732597992e-05,-0.0001892336476885248,0.000438615505117923,4.138115946261678e-05,-0.00039723434565530624,0.0008403538959100842,0.00011730349069694057,-0.0007230504052131437
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,8,800,1600,0.003,0.003,True,False,pass_to_fail,True,True,True,True,True,True,True,True,True,False,0.0001602390402695164,0.004435836803168058,0.004275597762898542,0.00015041735605336726,0.004912695847451687,0.00476227849139832,0.000104758124507498,0.003423057496547699,0.003318299372040201,4.854959843214601e-05,0.0018649001140147448,0.0018163505155825987,4.6643861423945054e-05,0.0006049206713214517,0.0005582768098975066,9.133824278251268e-06,4.184049612376839e-05,3.270667184551712e-05,3.751003896468319e-05,0.0005630801897495985,0.0005255701507849153,9.519345985609107e-05,0.0024698207853361964,0.0023746273254801054,0.00020231082453392446,0.005446308758109808,0.0052439979335758835
same_lr_extension_1600,11,C128-d32-L2-H4-m4-ffnnone,9,800,1600,0.003,0.003,True,False,pass_to_fail,True,True,True,True,True,True,True,True,True,False,0.0005111103528179228,0.0075834267772734165,0.007072316424455494,0.0006577944150194526,0.0077430810779333115,0.007085286662913859,0.0002473488275427371,0.004710689652711153,0.004463340825168416,0.00017760337505023926,0.0014996507670730352,0.001322047392022796,0.00022517549223266542,0.001782752457074821,0.0015575769648421556,4.430016633705236e-05,0.0001532076857984066,0.00010890751946135424,0.00018087531498167664,0.0016295446548610926,0.001448669339879416,0.0004027788672829047,0.0032824032241478562,0.0028796243568649516,0.0008005273411981761,0.0062290336936712265,0.00542850635247305
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,0,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.01577896997332573,0.016527511179447174,0.0007485412061214447,0.012541444040834904,0.017194433137774467,0.004652989096939564,0.015775419771671295,0.016652265563607216,0.0008768457919359207,0.004385048523545265,0.006491122767329216,0.002106074243783951,0.005982549861073494,0.007491050288081169,0.0015085004270076752,0.0015252529410645366,0.0016975074540823698,0.00017225451301783323,0.0044572968035936356,0.005793542601168156,0.0013362457975745201,0.01036759838461876,0.013982173055410385,0.003614574670791626,0.015066346153616905,0.020985495299100876,0.005919149145483971
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,1,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.02305418998003006,0.033600956201553345,0.010546766221523285,0.021546006202697754,0.035425815731287,0.013879809528589249,0.02601209655404091,0.029481567442417145,0.003469470888376236,0.007495450787246227,0.013146406970918179,0.005650956183671951,0.009263250976800919,0.013185035437345505,0.003921784460544586,0.0022036139853298664,0.0030288593843579292,0.0008252453990280628,0.0070596360601484776,0.01015617698431015,0.0030965409241616726,0.016758701764047146,0.026331442408263683,0.009572740644216537,0.02430107817053795,0.03824031725525856,0.013939239084720612
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,2,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.023975832387804985,0.04911135509610176,0.025135522708296776,0.027720719575881958,0.044558025896549225,0.016837306320667267,0.025825725868344307,0.03483620285987854,0.009010476991534233,0.008715808391571045,0.018456941470503807,0.009741133078932762,0.009344791993498802,0.013047907501459122,0.0037031155079603195,0.0018672114238142967,0.0023776742164045572,0.0005104627925902605,0.0074775805696845055,0.010670233517885208,0.0031926529482007027,0.018060600385069847,0.03150484897196293,0.013444248586893082,0.027379225939512253,0.04710181802511215,0.0197225920855999
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,3,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.03295157104730606,0.041749339550733566,0.008797768503427505,0.033029329031705856,0.04596778377890587,0.012938454747200012,0.02196505293250084,0.037120163440704346,0.015155110508203506,0.010563511401414871,0.017056189477443695,0.006492678076028824,0.010583177208900452,0.016137849539518356,0.005554672330617905,0.0020125198643654585,0.0031509893015027046,0.0011384694371372461,0.00857065711170435,0.012986861169338226,0.004416204057633877,0.021146688610315323,0.03319403901696205,0.012047350406646729,0.0344461165368557,0.05073988437652588,0.01629376783967018
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,4,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.011922323144972324,0.025031577795743942,0.013109254650771618,0.013070600107312202,0.03073292225599289,0.017662322148680687,0.018107715994119644,0.02791646495461464,0.009808748960494995,0.004869409836828709,0.008837368339300156,0.003967958502471447,0.006588186603039503,0.01026416476815939,0.0036759781651198864,0.001800212194211781,0.0027154553681612015,0.0009152431739494205,0.004787974525243044,0.007548710331320763,0.0027607358060777187,0.011457596439868212,0.019101533107459545,0.007643936667591333,0.015221262350678444,0.02608344703912735,0.010862184688448906
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,5,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.032769713550806046,0.06262673437595367,0.02985702082514763,0.02852228656411171,0.06499584019184113,0.036473553627729416,0.023589221760630608,0.04926081746816635,0.025671595707535744,0.01026918739080429,0.021347971633076668,0.011078784242272377,0.010105314664542675,0.016331886872649193,0.006226572208106518,0.0022198697552084923,0.0034213028848171234,0.0012014331296086311,0.007885444909334183,0.01291058398783207,0.005025139078497887,0.020374502055346966,0.03767985850572586,0.017305356450378895,0.032502397894859314,0.05925554037094116,0.026753142476081848
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,6,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.022178154438734055,0.030109211802482605,0.00793105736374855,0.017955370247364044,0.03594175726175308,0.017986387014389038,0.02340414747595787,0.0325753279030323,0.009171180427074432,0.005913770291954279,0.009867193177342415,0.003953422885388136,0.007149858400225639,0.011272531934082508,0.004122673533856869,0.0015370259061455727,0.0025906143710017204,0.0010535884648561478,0.005612832494080067,0.008681916631758213,0.0030690841376781464,0.013063628692179918,0.021139725111424923,0.008076096419245005,0.019845647737383842,0.03083958849310875,0.010993940755724907
