study_id,cell_id,cell_key,cell_index,num_concepts,d_model,width,load,heads,ffn,ffn_width,learning_rate,step,n_seeds,seeds,loss_mean,loss_standard_deviation,loss_ci_lower,loss_ci_upper,risk_mean,risk_standard_deviation,risk_ci_lower,risk_ci_upper,accuracy_mean,accuracy_standard_deviation,accuracy_ci_lower,accuracy_ci_upper,value_flip_effect_mean,value_flip_effect_standard_deviation,value_flip_effect_ci_lower,value_flip_effect_ci_upper,target_key_effect_mean,target_key_effect_standard_deviation,target_key_effect_ci_lower,target_key_effect_ci_upper,embedding_effective_rank_mean,embedding_effective_rank_standard_deviation,embedding_effective_rank_ci_lower,embedding_effective_rank_ci_upper,normalized_rank_mean,normalized_rank_standard_deviation,normalized_rank_ci_lower,normalized_rank_ci_upper
scaling-tuned-adamw-10seeds-v1,cell-000-b7a02ed77d52,C8-d8-L2-H1-m4-ffnnone,0,8,8,8,1,1,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.8710249543190003,0.7562456348438616,1.454022787809372,2.32945235133171,0.9355124771595001,0.3781228174219308,0.727011393904686,1.164726175665855,0.5035888671875,0.05151207124413934,0.46927368164062505,0.52906494140625,-0.016482423525303602,0.10973067233766876,-0.08976028349949046,0.036887818854302167,-0.021017885021865367,0.09395525374525694,-0.08308884021127597,0.02570320519153028,4.087378525733948,0.316181623154073,3.8961929434537885,4.267109026908874,0.5109223157167435,0.039522702894259125,0.48702411793172357,0.5333886283636092
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,C8-d8-L2-H4-m4-ffnnone,1,8,8,8,1,4,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.1906091284006834,0.143017136214595,0.11719377670437099,0.28276588022708893,0.0953045642003417,0.0715085681072975,0.058596888352185496,0.14138294011354446,0.94832763671875,0.05809743417849194,0.9100946044921875,0.97672119140625,0.8173286557197571,0.1526576527158226,0.7191763719916344,0.8950942663848399,0.7845642864704132,0.1648918615536977,0.6776974439620972,0.8677271151542663,3.434743046760559,0.3849581656785692,3.216983603835106,3.668029599189758,0.4293428808450699,0.04811977070982115,0.40212295047938823,0.45850369989871975
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,C8-d8-L2-H4-m4-ffnnone,1,8,8,8,1,4,False,,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.02012493631336838,0.03164962329704933,0.006011700918897989,0.041334555984940353,0.01006246815668419,0.015824811648524666,0.0030058504594489945,0.020667277992470177,0.99783935546875,0.005673038196417723,0.9941650390625,0.99996337890625,0.9833123028278351,0.029446301638301645,0.963739917576313,0.9957923650741577,0.9591363310813904,0.044532747457516286,0.9295714710652828,0.977671092748642,3.4243462800979616,0.41031212108746107,3.181317612528801,3.662704992294311,0.4280432850122452,0.051289015135932634,0.3976647015661001,0.45783812403678886
scaling-tuned-adamw-10seeds-v1,cell-001-95e10abb0fde,C8-d8-L2-H4-m4-ffnnone,1,8,8,8,1,4,False,,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0011528247443493456,0.0008277214520017094,0.0007127144571859391,0.0016768570517888288,0.0005764123721746728,0.0004138607260008547,0.00035635722859296955,0.0008384285258944144,1.0,0.0,1.0,1.0,0.999431699514389,0.001609298752499699,0.9984089523553847,1.0002821278572083,0.9816819429397583,0.011276756316906923,0.9747066964209079,0.9878550690412521,3.342714762687683,0.40513891423443477,3.103675937652588,3.5776659756898876,0.4178393453359604,0.050642364279304346,0.3879594922065735,0.44720824696123596
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.4879236340522766,0.33167714244493535,1.309395670890808,1.695028710067272,0.7439618170261383,0.16583857122246767,0.654697835445404,0.847514355033636,0.5061767578125,0.030730227004900763,0.48955078125,0.5251467895507812,0.019691474689170717,0.0568019462733497,-0.010485375532880425,0.05544275973574254,0.022792987537104636,0.05930948625341059,-0.00781933947233483,0.060453680541832,6.165390205383301,0.224255158765833,6.032342630624771,6.293715389966964,0.7706737756729126,0.028031894845729124,0.7540428288280964,0.7867144237458705
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.8587953805923462,0.0489862915186662,0.8301513673365116,0.8874870182573795,0.4293976902961731,0.0244931457593331,0.4150756836682558,0.44374350912868976,0.65635986328125,0.025031026157918673,0.6418695068359375,0.671240234375,0.14228597059845924,0.03822950746540026,0.11968558002263308,0.16437331689521664,0.11619791388511658,0.03988693437326675,0.09390081822872162,0.14049759060144423,6.034421825408936,0.23205784475789398,5.895885173082351,6.164954210519791,0.754302728176117,0.029007230594736748,0.7369856466352939,0.7706192763149738
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7629133284091949,0.05572882855621664,0.7302832558751107,0.7955729033052921,0.38145666420459745,0.02786441427810832,0.36514162793755534,0.39778645165264603,0.70230712890625,0.026407285114493317,0.686767578125,0.7179324340820312,0.240878689289093,0.04565437760348859,0.21340821981430055,0.2667412828654051,0.20799435451626777,0.05074868708013295,0.1779777696169913,0.2378242848813533,5.8603432178497314,0.2807719284529319,5.695814825296401,6.020957343578338,0.7325429022312164,0.03509649105661649,0.7119768531620502,0.7526196679472923
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.5337558269500733,0.1312916909155242,0.4592119348049164,0.612691888064146,0.26687791347503664,0.0656458454577621,0.2296059674024582,0.306345944032073,0.805029296875,0.0569309031143534,0.7704345703125,0.8371343994140624,0.46157062947750094,0.13324844472615838,0.3823282002657652,0.5380898967385292,0.44567445367574693,0.1445354423628831,0.35900590661913157,0.5287828806787729,5.253205394744873,0.4524060926796271,4.989375110864639,5.518733713626861,0.6566506743431091,0.05655076158495339,0.6236718888580799,0.6898417142033576
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.12440857933834196,0.11473950367552342,0.06360718650976196,0.19678441481664777,0.06220428966917098,0.05736975183776171,0.03180359325488098,0.09839220740832388,0.96317138671875,0.040372214057501826,0.937254638671875,0.984130859375,0.8802631556987762,0.11393644813529519,0.8073627054691315,0.9392702519893644,0.8760407745838166,0.11390125264733221,0.8024688673019409,0.9344338117539883,4.521679639816284,0.4194765156139284,4.287148590087891,4.775544890165329,0.5652099549770355,0.05243456445174105,0.5358935737609863,0.5969431112706661
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.00416703604569193,0.003431016773267293,0.0022609255080169536,0.006271730471053158,0.002083518022845965,0.0017155083866336465,0.0011304627540084768,0.003135865235526579,0.999462890625,0.0008263197441630216,0.99893798828125,0.9999267578125,0.9970102071762085,0.0026058086525149095,0.9955314040184021,0.9986178463697434,0.9966198086738587,0.014424864958172919,0.9876856625080108,1.0044885578751563,4.444218254089355,0.4292789241657018,4.204642252922058,4.699107265472412,0.5555272817611694,0.053659865520712724,0.5255802816152573,0.5873884081840515
scaling-tuned-adamw-10seeds-v1,cell-002-4a3528c0206e,C32-d8-L2-H1-m4-ffnnone,2,32,8,8,4,1,False,,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0005766605579992756,0.0003073619152153893,0.0004103803673933726,0.0007706211443291977,0.0002883302789996378,0.00015368095760769464,0.0002051901836966863,0.00038531057216459883,0.9999755859375,5.1469362958469715e-05,0.99993896484375,1.0,0.9994429588317871,0.0009297018880711493,0.9988832931220532,0.9999764060974121,1.0005252659320831,0.01397844941959528,0.9920553028583526,1.0083835308253766,4.41154978275299,0.4335764121283266,4.167103822827339,4.668062777519226,0.5514437228441238,0.054197051516040824,0.5208879778534173,0.5835078471899032
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.5728523850440979,0.38762239433102536,1.3648694261908532,1.8139904260635376,0.7864261925220489,0.19381119716551268,0.6824347130954266,0.9069952130317688,0.49854736328125,0.03171142746244347,0.48090789794921873,0.5180422973632812,0.006766672478988767,0.06609948555129423,-0.029011695971712454,0.04806142246234229,0.009754779911600054,0.06265256630574845,-0.023382352942135178,0.04940021086658813,6.165390205383301,0.224255158765833,6.032342630624771,6.293715389966964,0.7706737756729126,0.028031894845729124,0.7540428288280964,0.7867144237458705
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.868370670080185,0.030187655249948736,0.8505706395208835,0.8859987109899521,0.4341853350400925,0.015093827624974368,0.42528531976044176,0.44299935549497604,0.6525390625,0.01629578473792572,0.6432736206054688,0.6622805786132812,0.13337236791849136,0.023021312874596623,0.11923219114542008,0.14593420188874004,0.10871385931968688,0.02586394197480709,0.09386696422472596,0.12408355548977852,6.047480249404908,0.21983773049471783,5.915047981739044,6.171054649353027,0.7559350311756134,0.02747971631183973,0.7393809977173805,0.7713818311691284
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7839230239391327,0.027855914989182877,0.7676385521888733,0.8003652350604534,0.39196151196956636,0.013927957494591438,0.38381927609443667,0.4001826175302267,0.69173583984375,0.012274937263478655,0.6847412109375,0.698974609375,0.22305704951286315,0.021864759460430074,0.20935248643159865,0.23497083786875012,0.18836039453744888,0.033103873237121266,0.16880827330052853,0.2077273668721318,5.91271858215332,0.21976751016419077,5.78117320895195,6.038247582912446,0.739089822769165,0.027470938770523846,0.7226466511189937,0.7547809478640557
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.6507632911205292,0.07151344841196458,0.6101685881614685,0.6938803987205029,0.3253816455602646,0.03575672420598229,0.30508429408073423,0.34694019936025144,0.755615234375,0.034700858643529446,0.734912109375,0.7755252075195312,0.34378414750099184,0.07073915156524091,0.30160315535962584,0.3842112958431244,0.3224636524915695,0.084301052651454,0.2725413541123271,0.37091688010841606,5.438558578491211,0.4624172765813392,5.160623053312301,5.699394323825836,0.6798198223114014,0.0578021595726674,0.6450778816640377,0.7124242904782295
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.3179598957300186,0.09917086257278858,0.2685436563193798,0.3836199074238538,0.1589799478650093,0.04958543128639429,0.1342718281596899,0.1918099537119269,0.89652099609375,0.04101950208312974,0.8692135620117188,0.9162478637695312,0.6831110566854477,0.10848178307287483,0.6109122934937476,0.7360185994207858,0.6770600020885468,0.11690685128667502,0.599968562424183,0.7344668777287006,4.537269639968872,0.5742583095728022,4.182908371686936,4.855082082748413,0.567158704996109,0.07178228869660028,0.522863546460867,0.6068852603435516
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.09990156516432762,0.06076852595967294,0.0697682298719883,0.14019484909251329,0.04995078258216381,0.03038426297983647,0.03488411493599415,0.07009742454625664,0.97139892578125,0.01813227470974098,0.95931396484375,0.98026123046875,0.9049648106098175,0.0550292583086733,0.8685515560209751,0.9322512571513653,0.9038135647773743,0.06042731763716552,0.8643497112393379,0.934810061454773,4.058196377754212,0.56634177588252,3.704617238044739,4.3662058573961255,0.5072745472192765,0.070792721985315,0.46307715475559236,0.5457757321745157
scaling-tuned-adamw-10seeds-v1,cell-003-3e79f448723e,C32-d8-L2-H4-m4-ffnnone,3,32,8,8,4,4,False,,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.022067592665553092,0.009144241450967247,0.01685130763798952,0.027580125292297447,0.011033796332776546,0.0045721207254836235,0.00842565381899476,0.013790062646148724,0.99415283203125,0.0027128126320713594,0.9924560546875,0.99561767578125,0.979550164937973,0.009200514125626289,0.9741851997375488,0.9850451707839966,0.9810902833938598,0.014573079523623876,0.9726313245296477,0.9896688939630985,3.8727148294448854,0.5832171952022186,3.5108060586452488,4.190215750932693,0.4840893536806107,0.07290214940027732,0.4388507573306561,0.5237769688665866
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.9524527192115784,0.60100716187782,1.6036450222134593,2.308532930612563,0.9762263596057892,0.30050358093891,0.8018225111067296,1.1542664653062815,0.4918701171875,0.03493932983301623,0.471337890625,0.5119146728515624,0.009883269807323814,0.08578744650697508,-0.03740945693687535,0.06257352467509916,0.00593922808766365,0.08586897501866385,-0.04484087689779699,0.05575437527149916,3.947440004348755,0.2609735237497515,3.7825548887252807,4.085444009304046,0.49343000054359437,0.03262169046871894,0.4728193610906601,0.5106805011630058
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.8243607401847839,0.08034667904354117,0.7783831222355366,0.8737769128382206,0.41218037009239195,0.04017333952177059,0.3891915611177683,0.4368884564191103,0.668798828125,0.05253730024102689,0.6345452880859375,0.6957891845703124,0.16594156045466663,0.07423320653816182,0.12067987195681781,0.20851362525951117,0.13203867375850678,0.06740373941492363,0.0921391174197197,0.17150011884048574,3.8489102363586425,0.2818003556480429,3.671947396397591,3.998705740571022,0.4811137795448303,0.03522504445600536,0.4589934245496989,0.49983821757137775
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7095582783222198,0.10118759208657321,0.6470402525365353,0.7653243972361087,0.3547791391611099,0.05059379604328661,0.32352012626826765,0.38266219861805434,0.728515625,0.04536722174825051,0.7035998535156249,0.7566656494140624,0.2725680582225323,0.10580022510805064,0.21272651875391602,0.33707103103399255,0.23684014976024628,0.11631049948317433,0.1729514815285802,0.3085696172341704,3.765354800224304,0.3261520363970534,3.5635001009702685,3.944490098953247,0.470669350028038,0.04076900454963168,0.44543751262128356,0.4930612623691559
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.42521844878792764,0.18379293054873164,0.31349363930523394,0.5289658293128013,0.21260922439396382,0.09189646527436582,0.15674681965261697,0.26448291465640067,0.851123046875,0.07698841264849983,0.8070785522460938,0.8973394775390624,0.5759851902723312,0.194064339062719,0.4662778064608575,0.6928444101661442,0.5515994668006897,0.21449433817759733,0.43074137777090077,0.682021035477519,3.572443461418152,0.3943877911375362,3.333028507232666,3.7913771814107897,0.446555432677269,0.049298473892192024,0.4166285634040833,0.4739221476763487
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.05067778420634568,0.07299169932859485,0.00961787645763254,0.0952396740228868,0.02533889210317284,0.036495849664297426,0.00480893822881627,0.0476198370114434,0.9882080078125,0.019745830530361094,0.9758297729492188,0.999462890625,0.9538878083229065,0.0756223723637174,0.9072186559438705,0.9946179032325745,0.9446542084217071,0.08653001878292808,0.8895536758005619,0.9898365391790866,3.5646892309188845,0.34215456621381257,3.36526789188385,3.764939298629761,0.44558615386486056,0.04276932077672657,0.42065848648548126,0.4706174123287201
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.0014572844345821067,0.0015479666386611513,0.0007646208838559689,0.0024873363194637915,0.0007286422172910534,0.0007739833193305757,0.00038231044192798446,0.0012436681597318958,1.0,0.0,1.0,1.0,0.9996948182582855,0.00347692341216344,0.9973615463078022,1.001315207630396,0.995189905166626,0.008213581281217517,0.9902628481388092,0.9998779171705245,3.583341693878174,0.3166673022236286,3.3938970583677293,3.763097139596939,0.44791771173477174,0.039583412777953575,0.42423713229596616,0.4703871424496174
scaling-tuned-adamw-10seeds-v1,cell-004-173da0011095,C8-d8-L2-H1-m4-ffn16,4,8,8,8,1,1,True,16,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0003233974101021886,0.0002494654995730679,0.00020527770218905063,0.0004893159280254619,0.0001616987050510943,0.00012473274978653395,0.00010263885109452532,0.00024465796401273093,1.0,0.0,1.0,1.0,1.0001288533210755,0.0009999473030261566,0.9995651407539845,1.0007395346462726,0.9951884090900421,0.010814969078265345,0.9889950664341449,1.001758349686861,3.585466241836548,0.3177255224901029,3.3963685894012454,3.7668581503629683,0.4481832802295685,0.03971569031126286,0.4245460736751557,0.47085726879537104
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.9048256278038025,0.5717451774962592,1.58422878831625,2.2543771350383754,0.9524128139019012,0.2858725887481296,0.792114394158125,1.1271885675191877,0.5004150390625,0.027093144620384597,0.48450897216796873,0.5162359619140624,0.016887408308684827,0.07390773295600751,-0.024589290097355842,0.062466751234605856,0.010506657371297478,0.07094769666060424,-0.03222407741937784,0.05163088330067693,3.947440004348755,0.2609735237497515,3.7825548887252807,4.085444009304046,0.49343000054359437,0.03262169046871894,0.4728193610906601,0.5106805011630058
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.8051356196403503,0.07251063026782378,0.766919962912798,0.8519317328929901,0.40256780982017515,0.03625531513391189,0.383459981456399,0.42596586644649503,0.68033447265625,0.04034645124513329,0.6542724609375,0.7017822265625,0.1865163564682007,0.07034587121930173,0.14060763232409954,0.2226917392015457,0.1566209767013788,0.06634693217052516,0.11430998854339122,0.19264260947704315,3.886335515975952,0.2708291825848483,3.7137998795509337,4.029195592999458,0.485791939496994,0.033853647823106035,0.4642249849438667,0.5036494491249323
