revision,revision_index,template_id,template_index,layer,role,site,site_kind,mean_squared_effect,mean_signed_effect,mean_absolute_effect,q90_absolute_effect,q99_absolute_effect,n_episode_rows,independent_pretraining_trajectories
step0,0,compact_cards,0,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.0011402311576571085,0.004507357770032785,0.02775284726880193,0.05853919403068617,0.07354652049637564,256,1
step0,0,compact_cards,0,4,source_span_transmission,layers.4.resid_pre,resid_pre,0.00022058418236036638,0.0002612333181201661,0.012085635103804832,0.023789051172110512,0.03197535178215521,256,1
step0,0,compact_cards,0,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,0.0006559717124940739,0.00011824404118292707,0.018990368591662934,0.053409923128527007,0.06127477501126181,256,1
step0,0,compact_cards,0,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,0.00032725027795131036,-0.003060953619706136,0.014088596784658947,0.028809247338237,0.046250150247875266,256,1
step0,0,compact_cards,0,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.001480262568399424,0.0026623992586988846,0.03085689325405024,0.06475979817003277,0.07946387298463882,256,1
step0,0,compact_cards,0,5,source_span_transmission,layers.5.resid_pre,resid_pre,6.245297220445365e-05,-0.00033609381065274153,0.005494340850502662,0.01769359993142633,0.018297471639659384,256,1
step0,0,compact_cards,0,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,0.00021389747575624175,-0.0017869794400018554,0.0109518249340691,0.02004128442620573,0.040004293201241235,256,1
step0,0,compact_cards,0,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,0.00021049803057660894,-0.001135559554701559,0.010266361957392356,0.025314386958036145,0.04572746098913493,256,1
step0,0,compact_cards,0,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.0011345485738224284,0.002802658851914574,0.024381875427689232,0.05878786885955858,0.08241713456680146,256,1
step0,0,line_records,1,0,source_span_transmission,layers.0.resid_pre,resid_pre,0.0013116428697057107,0.00041456315392580587,0.025094881586216533,0.0632742660772171,0.11003366616300955,256,1
step0,0,line_records,1,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,0.0005420758753427296,-0.0024832099349132476,0.01964212200798638,0.03602358980450769,0.042272535288651235,256,1
step0,0,line_records,1,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,line_records,1,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,line_records,1,1,source_span_transmission,layers.1.resid_pre,resid_pre,0.00029706623496254526,-0.0035773545078241005,0.014103710838812324,0.027091885760431547,0.040297595850103625,256,1
step0,0,line_records,1,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,0.0003464228152468219,0.0009594433055133671,0.014492968145468493,0.02967946524897856,0.03907472439299374,256,1
step0,0,line_records,1,1,decision_receiver_accumulation,layers.1.mlp_out,mlp_out,0.00024568811977290946,-0.0021905327729375506,0.011940300417989595,0.028494382836047452,0.02937105569016335,256,1
step0,0,line_records,1,1,coherent_replay_gate,layers.1.resid_pre,resid_pre,0.0005420758753427296,-0.0024832099349132476,0.01964212200798638,0.03602358980450769,0.042272535288651235,256,1
step0,0,line_records,1,2,source_span_transmission,layers.2.resid_pre,resid_pre,0.0001803412210419659,-0.0027710095548092975,0.010460631112279203,0.023224851160811064,0.02506706263284904,256,1
step0,0,line_records,1,2,decision_receiver_accumulation,layers.2.attn_out,attn_out,0.0002448406858198296,0.004767497267851214,0.011860904624369801,0.023607494096573985,0.04408820746456428,256,1
step0,0,line_records,1,2,decision_receiver_accumulation,layers.2.mlp_out,mlp_out,0.00018292798755385157,-0.004288879783089622,0.010960145543729025,0.02255216435576285,0.02562738866062914,256,1
step0,0,line_records,1,2,coherent_replay_gate,layers.2.resid_pre,resid_pre,0.000413153680526523,-0.001640995754916657,0.01707038953895501,0.03734743814906662,0.0387427292165361,256,1
step0,0,line_records,1,3,source_span_transmission,layers.3.resid_pre,resid_pre,9.192508942297781e-05,-0.000769621371073228,0.008154823342011027,0.015366774301728475,0.01812117207193118,256,1
step0,0,line_records,1,3,decision_receiver_accumulation,layers.3.attn_out,attn_out,0.00025847386282983173,0.0060507114695788206,0.013028781095836474,0.023077779870443446,0.04144569903760818,256,1
step0,0,line_records,1,3,decision_receiver_accumulation,layers.3.mlp_out,mlp_out,0.00020166595624665842,-0.006693575547285977,0.011530192483270498,0.02650885505143598,0.02851141325902802,256,1
step0,0,line_records,1,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.0008630755589754737,0.003121907358278257,0.02257579509710142,0.052798818326983965,0.07611282006317059,256,1
step0,0,line_records,1,4,source_span_transmission,layers.4.resid_pre,resid_pre,6.432531472864967e-05,-0.0023165790215386546,0.00612495581394323,0.014108800003177983,0.017195633481573942,256,1
step0,0,line_records,1,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,0.00017074354881415298,-0.008132568766078829,0.01081737903764126,0.022288994432646016,0.024472474782632304,256,1
step0,0,line_records,1,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,0.00011416886739279566,0.00014031686712032382,0.007724802656519172,0.013625971384646725,0.033068016839812565,256,1
step0,0,line_records,1,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.001530704119315161,0.009177805200230857,0.026471359234297248,0.0721989124875014,0.11975784488554049,256,1
step0,0,line_records,1,5,source_span_transmission,layers.5.resid_pre,resid_pre,2.832381432004447e-05,2.1568019976617604e-06,0.004188784507371414,0.009290715237034196,0.010580318680762322,256,1
step0,0,line_records,1,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,0.00012269764494457535,-0.0007561314654122749,0.008936134282509337,0.02012018945706412,0.021792944356775874,256,1
step0,0,line_records,1,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,0.0003832269299860715,0.010415345381144461,0.015475551648571385,0.03342981334984815,0.0413108710900594,256,1
step0,0,line_records,1,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.0011563765958222181,0.0011638518971020134,0.023413832545067785,0.06972174019658162,0.10100904992001825,256,1
step0,0,prose_facts,2,0,source_span_transmission,layers.0.resid_pre,resid_pre,0.0003682607099253194,-0.005611835686308192,0.01504291811942873,0.03354226920798135,0.04028559151783458,256,1
step0,0,prose_facts,2,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,0.00023473112216790243,0.003434497949148623,0.012251906241445617,0.02580900452432426,0.02682472971027705,256,1
step0,0,prose_facts,2,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,prose_facts,2,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,prose_facts,2,1,source_span_transmission,layers.1.resid_pre,resid_pre,0.00043529809021646215,-0.006704503946924836,0.017206693019266653,0.028434231519614262,0.050624796258902836,256,1
step0,0,prose_facts,2,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,0.00015267116656743712,-3.3374245183850296e-05,0.009375116233657995,0.022746498354952835,0.027454194116135956,256,1
step0,0,prose_facts,2,1,decision_receiver_accumulation,layers.1.mlp_out,mlp_out,0.000134635658994635,0.0040262492890495005,0.008829406380014474,0.01895661500028295,0.02627749577673772,256,1
step0,0,prose_facts,2,1,coherent_replay_gate,layers.1.resid_pre,resid_pre,0.00023473112216790243,0.003434497949148623,0.012251906241445617,0.02580900452432426,0.02682472971027705,256,1
step0,0,prose_facts,2,2,source_span_transmission,layers.2.resid_pre,resid_pre,0.00014286524631047966,-0.005898201276180807,0.00871124184789417,0.019154546245292916,0.027659317248309577,256,1
step0,0,prose_facts,2,2,decision_receiver_accumulation,layers.2.attn_out,attn_out,0.00019679349157494114,-0.002957822032991527,0.011317035674706549,0.01734620636257367,0.03704009621413507,256,1
step0,0,prose_facts,2,2,decision_receiver_accumulation,layers.2.mlp_out,mlp_out,6.651536750638739e-05,-0.0005112038133449805,0.00613013578499052,0.014997853137417631,0.01830396082523604,256,1
step0,0,prose_facts,2,2,coherent_replay_gate,layers.2.resid_pre,resid_pre,0.00024556579949194134,0.003216293463874129,0.013378689257482174,0.02249737078317021,0.025570681103298205,256,1
step0,0,prose_facts,2,3,source_span_transmission,layers.3.resid_pre,resid_pre,7.507724827885628e-05,-0.0037760277777658217,0.007303350460290519,0.01212168089753736,0.017418488861095965,256,1
step0,0,prose_facts,2,3,decision_receiver_accumulation,layers.3.attn_out,attn_out,7.08721565690246e-05,-0.0014584614730894167,0.005630057966946361,0.019747596282042965,0.02198126742212926,256,1
step0,0,prose_facts,2,3,decision_receiver_accumulation,layers.3.mlp_out,mlp_out,0.000187950537028489,0.00045875012656484905,0.011533231474595661,0.020768131889433623,0.022498432689359294,256,1
step0,0,prose_facts,2,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.0004353361429199856,0.00026234281209453327,0.018219424608748265,0.03353502863486496,0.034390487955514866,256,1
step0,0,prose_facts,2,4,source_span_transmission,layers.4.resid_pre,resid_pre,3.416487040180316e-05,-0.0021417405283963506,0.0046813350113090995,0.011589574608383522,0.012769273032826548,256,1
step0,0,prose_facts,2,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,2.4144684495648948e-05,-0.00033716249199498187,0.004220266362968291,0.008648630498166256,0.010204303647203749,256,1
step0,0,prose_facts,2,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,9.082064860435163e-05,-0.002900337736571807,0.008006465574327555,0.015147981546308573,0.021940278370373538,256,1
step0,0,prose_facts,2,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.0003773652920436444,-0.0014184688041582274,0.016404512484348564,0.03176402458443142,0.034230324448316016,256,1
step0,0,prose_facts,2,5,source_span_transmission,layers.5.resid_pre,resid_pre,1.4901690528294835e-05,-0.0017543942790344412,0.0030857310710546097,0.0075029398693064395,0.008438056490035352,256,1
step0,0,prose_facts,2,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,4.93987148603652e-05,-0.0036232232551747573,0.005576875330231354,0.01170795434907327,0.017727899039380705,256,1
step0,0,prose_facts,2,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,9.973521428351723e-05,-0.0018039634278027798,0.0071920667764827995,0.016499732700578355,0.028156496718444498,256,1
step0,0,prose_facts,2,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.0003032271062997816,-0.0018367720378840548,0.01444422815583858,0.028445708961255887,0.030004340746603252,256,1
step0,0,bracket_dictionary,3,0,source_span_transmission,layers.0.resid_pre,resid_pre,0.0006855226051604628,-0.005191918800212728,0.020693401159098054,0.041651182890187266,0.05821772799796807,256,1
step0,0,bracket_dictionary,3,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,0.00019313458715845662,-0.0034690353458279094,0.011266200980204791,0.024065838733591027,0.02539831068264794,256,1
step0,0,bracket_dictionary,3,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,bracket_dictionary,3,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step0,0,bracket_dictionary,3,1,source_span_transmission,layers.1.resid_pre,resid_pre,0.00023787292875489664,-0.0026876937820965873,0.01128000092957889,0.03147212304593061,0.03711902902335549,256,1
step0,0,bracket_dictionary,3,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,4.510693234536404e-05,0.00039530611324942785,0.005420116949387064,0.013143580744051586,0.015177818046971917,256,1
step0,0,bracket_dictionary,3,1,decision_receiver_accumulation,layers.1.mlp_out,mlp_out,0.00011470810624248806,-0.001521308658751398,0.008169918569993228,0.01677483348891512,0.02828130321103916,256,1
step0,0,bracket_dictionary,3,1,coherent_replay_gate,layers.1.resid_pre,resid_pre,0.00019313458715845662,-0.0034690353458279094,0.011266200980204791,0.024065838733591027,0.02539831068264794,256,1
step0,0,bracket_dictionary,3,2,source_span_transmission,layers.2.resid_pre,resid_pre,9.961158968789146e-05,-0.0016118998350935776,0.007669382960823569,0.01774409795118903,0.021240362283875002,256,1
step0,0,bracket_dictionary,3,2,decision_receiver_accumulation,layers.2.attn_out,attn_out,0.00010581609911219662,0.001241108757912836,0.009043586902985967,0.01637129279994476,0.01900962848711292,256,1
step0,0,bracket_dictionary,3,2,decision_receiver_accumulation,layers.2.mlp_out,mlp_out,7.08382079239624e-05,-0.0012272569418240184,0.007202378978866402,0.014289513651249697,0.015817021595328672,256,1
step0,0,bracket_dictionary,3,2,coherent_replay_gate,layers.2.resid_pre,resid_pre,0.0002403769553195517,-0.0032032009499470613,0.012086859103946268,0.02728267988605987,0.03138462119410863,256,1
step0,0,bracket_dictionary,3,3,source_span_transmission,layers.3.resid_pre,resid_pre,5.1835701080877476e-05,-0.002100151639508805,0.0057655666378962495,0.01133538319299593,0.018241427075761738,256,1
step0,0,bracket_dictionary,3,3,decision_receiver_accumulation,layers.3.attn_out,attn_out,5.063620175920635e-05,-0.0033101578407875873,0.00613893080031036,0.010701701555065224,0.014934139445565459,256,1
step0,0,bracket_dictionary,3,3,decision_receiver_accumulation,layers.3.mlp_out,mlp_out,3.8521693653352747e-05,-0.0005393570272417786,0.005138463848074159,0.011124122513388957,0.011797627679465116,256,1
step0,0,bracket_dictionary,3,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.0003176356814029912,-0.002052115698842408,0.014689504646579523,0.028690418128617723,0.042701828924773116,256,1
step0,0,bracket_dictionary,3,4,source_span_transmission,layers.4.resid_pre,resid_pre,3.890821987651157e-05,-0.000274003841401322,0.005351324363202457,0.009657502145855701,0.01039144970240573,256,1
step0,0,bracket_dictionary,3,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,5.963650966594699e-05,0.0010805018772443525,0.006234035246327183,0.013973133874305987,0.01530499828064386,256,1
step0,0,bracket_dictionary,3,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,1.653452916329119e-05,0.001151746287496475,0.0030516899721490668,0.0053898367366081446,0.011800375595031738,256,1
step0,0,bracket_dictionary,3,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.00034926889540940094,-0.005229426986474051,0.014999949665579906,0.031126261822138013,0.033272976338912644,256,1
step0,0,bracket_dictionary,3,5,source_span_transmission,layers.5.resid_pre,resid_pre,1.64727304525918e-05,-0.0008940164013859194,0.0033646721045421466,0.006595275435841708,0.008144168451414234,256,1
step0,0,bracket_dictionary,3,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,5.8877065716774245e-05,-0.0013159783028711025,0.006134479117425425,0.008994457363965702,0.022592255026336727,256,1
step0,0,bracket_dictionary,3,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,2.800878119577931e-05,0.0018275940225335493,0.0038022550487143013,0.008846855277373722,0.015292536730983053,256,1
step0,0,bracket_dictionary,3,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.00045614623012170077,-0.0041734735903081865,0.01726529944294665,0.034524291094524096,0.040528439349484253,256,1
step64,1,compact_cards,0,0,source_span_transmission,layers.0.resid_pre,resid_pre,0.00016667437431787792,-0.0006523078284620997,0.009704298105629857,0.024892984719440292,0.03384311724225125,256,1
step64,1,compact_cards,0,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,4.8574646405921485e-05,-0.00034309644022131685,0.0051549806053434385,0.013795536330684949,0.014833993194782943,256,1
step64,1,compact_cards,0,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,compact_cards,0,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,compact_cards,0,1,source_span_transmission,layers.1.resid_pre,resid_pre,8.756443498031269e-05,0.0010562955943158626,0.008048432252314667,0.013565337255595639,0.01714883539476768,256,1
step64,1,compact_cards,0,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,7.20363973073483e-05,0.002979602454379387,0.006947576546229368,0.014882914749707044,0.017990031955483165,256,1
step64,1,compact_cards,0,1,decision_receiver_accumulation,layers.1.mlp_out,mlp_out,2.4276166595277574e-05,-0.0004265343949565077,0.0038726693169775575,0.008650941537883372,0.009494289183073846,256,1
step64,1,compact_cards,0,1,coherent_replay_gate,layers.1.resid_pre,resid_pre,4.8574646405921485e-05,-0.00034309644022131685,0.0051549806053434385,0.013795536330684949,0.014833993194782943,256,1
step64,1,compact_cards,0,2,source_span_transmission,layers.2.resid_pre,resid_pre,3.666171836853422e-05,-0.001209666731711613,0.004498017510123523,0.012455441037800705,0.014044652382164851,256,1
step64,1,compact_cards,0,2,decision_receiver_accumulation,layers.2.attn_out,attn_out,4.670853425608023e-05,-0.00191783206857458,0.005113155177922227,0.013954174561147531,0.01656758632870421,256,1
step64,1,compact_cards,0,2,decision_receiver_accumulation,layers.2.mlp_out,mlp_out,3.13321140404303e-05,-0.0014254491869703256,0.004639429499715489,0.009135176882777735,0.01090054417904348,256,1
step64,1,compact_cards,0,2,coherent_replay_gate,layers.2.resid_pre,resid_pre,8.890095598396684e-05,0.002602971556272676,0.007863896085574966,0.016061418076427747,0.01945219978454976,256,1
step64,1,compact_cards,0,3,source_span_transmission,layers.3.resid_pre,resid_pre,8.634579299310657e-06,-0.00028105852993063533,0.002084588719952845,0.005516262115173115,0.008015218513675334,256,1
step64,1,compact_cards,0,3,decision_receiver_accumulation,layers.3.attn_out,attn_out,2.0208658412264827e-05,-0.00019462107275282044,0.002828689226770537,0.010315332484341272,0.01144897395795023,256,1
step64,1,compact_cards,0,3,decision_receiver_accumulation,layers.3.mlp_out,mlp_out,3.256547166075117e-05,0.0008130710307013119,0.004673784692395865,0.00938636888387176,0.010248148049149324,256,1
step64,1,compact_cards,0,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.0001283593093438489,0.0008130479663937538,0.009117556081789907,0.01997273115300066,0.022944540193263502,256,1
step64,1,compact_cards,0,4,source_span_transmission,layers.4.resid_pre,resid_pre,4.794202639853262e-06,-0.0004048066210395972,0.0018071523431569315,0.0034184227939202533,0.004791897586162458,256,1
step64,1,compact_cards,0,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,1.3971737208233477e-05,-0.0009528043821503541,0.0030127007252399554,0.0055849431079676715,0.010065259686621338,256,1
step64,1,compact_cards,0,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,1.31804729079361e-05,-0.0019166078586053893,0.002674537770035261,0.007336480819935348,0.009345535494671299,256,1
step64,1,compact_cards,0,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.0001438334792571625,0.0006197051449505163,0.009681824565989683,0.018105344372401883,0.029450137726776283,256,1
step64,1,compact_cards,0,5,source_span_transmission,layers.5.resid_pre,resid_pre,1.1006093972917006e-06,-0.0001468202573870189,0.0008807199224750781,0.0017546047049745717,0.002388213228214167,256,1
step64,1,compact_cards,0,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,7.3993219968786165e-06,-0.0003672724917578626,0.0019139602645496963,0.006098517835718464,0.007189108604436952,256,1
step64,1,compact_cards,0,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,7.124072825111407e-06,3.922069997461166e-05,0.002215588888625103,0.0044392490244644645,0.0049717592533754015,256,1
step64,1,compact_cards,0,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.00012741423728510602,-0.00027093643000843776,0.008427158449257191,0.02220016268210137,0.031488156647308856,256,1
step64,1,line_records,1,0,source_span_transmission,layers.0.resid_pre,resid_pre,0.00022341499766298119,-0.00026455679730692555,0.010459570411658478,0.028286952266118007,0.04260210195053969,256,1
step64,1,line_records,1,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,5.731943268570181e-05,-0.0008387339690457202,0.00641609287421681,0.01065944998335995,0.015476079612906908,256,1
step64,1,line_records,1,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,line_records,1,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,line_records,1,1,source_span_transmission,layers.1.resid_pre,resid_pre,2.5570883583682313e-05,-0.0006170995805629975,0.00467958054216072,0.0076054690911297185,0.007963752294400002,256,1
step64,1,line_records,1,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,3.4443634560322896e-05,0.0002001627492427008,0.004505250286211194,0.010419144114073117,0.011327973853474851,256,1
step64,1,line_records,1,1,decision_receiver_accumulation,layers.1.mlp_out,mlp_out,2.5896790316739533e-05,-0.00025009231997340177,0.004524188354026995,0.007363702150311333,0.00835861326196681,256,1
step64,1,line_records,1,1,coherent_replay_gate,layers.1.resid_pre,resid_pre,5.731943268570181e-05,-0.0008387339690457202,0.00641609287421681,0.01065944998335995,0.015476079612906908,256,1
step64,1,line_records,1,2,source_span_transmission,layers.2.resid_pre,resid_pre,1.4533068490913876e-05,-0.0001645044794734347,0.003184765526430152,0.005951423208903545,0.008428878065837985,256,1
step64,1,line_records,1,2,decision_receiver_accumulation,layers.2.attn_out,attn_out,1.2187203567547859e-05,0.00043256734197888284,0.002357654733004138,0.006256002830910032,0.00916595728544487,256,1
step64,1,line_records,1,2,decision_receiver_accumulation,layers.2.mlp_out,mlp_out,1.5628172372701135e-05,-0.0009980411186698958,0.0030219525612403273,0.00808890084905882,0.008578480441675803,256,1
step64,1,line_records,1,2,coherent_replay_gate,layers.2.resid_pre,resid_pre,6.053448945290282e-05,-0.0006405510072700208,0.005683720170435617,0.015571041417246426,0.01808539716009614,256,1
step64,1,line_records,1,3,source_span_transmission,layers.3.resid_pre,resid_pre,4.2687284107909854e-06,0.0001824135997241027,0.001566954472172586,0.0035470153338247046,0.004682828376362569,256,1
step64,1,line_records,1,3,decision_receiver_accumulation,layers.3.attn_out,attn_out,8.743739580443609e-06,0.0007806663510890417,0.0021729688880181316,0.0050891080405385675,0.008264093439119786,256,1
step64,1,line_records,1,3,decision_receiver_accumulation,layers.3.mlp_out,mlp_out,1.2523709999596593e-05,-0.0004273991162516891,0.002838379839546621,0.006505076565343201,0.008519628830632828,256,1
step64,1,line_records,1,3,coherent_replay_gate,layers.3.resid_pre,resid_pre,0.00010982381924615542,-0.00016353361165751326,0.0077408519509709625,0.02144125304010061,0.027360621389218534,256,1
step64,1,line_records,1,4,source_span_transmission,layers.4.resid_pre,resid_pre,1.202238847949845e-06,-1.6778153207176825e-06,0.0009268631499327346,0.0017030043589538885,0.0022973552835741013,256,1
step64,1,line_records,1,4,decision_receiver_accumulation,layers.4.attn_out,attn_out,4.670742163250647e-06,-0.0007696606918922309,0.0017484322042471512,0.004390011665592025,0.004673157271673396,256,1
step64,1,line_records,1,4,decision_receiver_accumulation,layers.4.mlp_out,mlp_out,2.8529570292509084e-06,-0.0004838652644021805,0.0011814517669440333,0.0032048576352196045,0.004113591861998295,256,1
step64,1,line_records,1,4,coherent_replay_gate,layers.4.resid_pre,resid_pre,0.0001540827396577569,0.0005748587405996737,0.008370991782361554,0.02651999634541717,0.03542586226414017,256,1
step64,1,line_records,1,5,source_span_transmission,layers.5.resid_pre,resid_pre,5.030608223365388e-07,2.971751712636903e-05,0.0005857020763801452,0.0011770323438423103,0.0012480635814177744,256,1
step64,1,line_records,1,5,decision_receiver_accumulation,layers.5.attn_out,attn_out,5.382718022049102e-06,-6.031398557412859e-05,0.0016573647941894414,0.004275917363400453,0.004697322346203514,256,1
step64,1,line_records,1,5,decision_receiver_accumulation,layers.5.mlp_out,mlp_out,4.9101812892456745e-06,0.0012360157064100932,0.0016783771269201536,0.004044385817080831,0.004153693915018422,256,1
step64,1,line_records,1,5,coherent_replay_gate,layers.5.resid_pre,resid_pre,0.0001793000636131392,-0.00021380777624635788,0.008951500718937078,0.027977656142951474,0.03800025849677556,256,1
step64,1,prose_facts,2,0,source_span_transmission,layers.0.resid_pre,resid_pre,3.339537669742282e-05,0.00013949710418624767,0.005062629498404788,0.008815513676703413,0.010526253337262592,256,1
step64,1,prose_facts,2,0,decision_receiver_accumulation,layers.0.attn_out,attn_out,2.4637650537649975e-05,0.000540691758072832,0.004174365872653513,0.007750942554339724,0.00926830537644964,256,1
step64,1,prose_facts,2,0,decision_receiver_accumulation,layers.0.mlp_out,mlp_out,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,prose_facts,2,0,coherent_replay_gate,layers.0.resid_pre,resid_pre,0.0,0.0,0.0,0.0,0.0,256,1
step64,1,prose_facts,2,1,source_span_transmission,layers.1.resid_pre,resid_pre,1.504819108682297e-05,-0.00020535208118474665,0.0031148835303054373,0.007260826939159276,0.008974351249445189,256,1
step64,1,prose_facts,2,1,decision_receiver_accumulation,layers.1.attn_out,attn_out,1.1046384428206786e-05,0.00016720930037575246,0.002376211469727502,0.0068236412313293915,0.007686171581729153,256,1
