analysis_schema_version,run_key,run_label,seed,step,ritz_index,ritz_value
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,2,7.414505481719971
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,3,4.211605072021484
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,4,3.7757084369659424
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,5,2.5249624252319336
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,6,1.9943662881851196
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,7,1.1169967651367188
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,8,0.5169504284858704
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,9,0.008398815989494324
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,10,-0.26846951246261597
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,11,-0.8364936709403992
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,12,-1.5604475736618042
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,13,-1.969484806060791
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,14,-3.0334410667419434
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,50,15,-4.836829662322998
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,0,57.31230545043945
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,1,24.4234619140625
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,2,14.645296096801758
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,3,10.749849319458008
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,4,5.511638164520264
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,5,4.468994140625
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,6,4.347009658813477
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,7,1.4588406085968018
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,8,0.8668131828308105
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,9,0.021738488227128983
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,10,-0.11758502572774887
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,11,-1.094956398010254
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,12,-1.681666612625122
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,13,-2.659153938293457
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,14,-4.037532806396484
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,100,15,-4.651741981506348
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,0,19.765443801879883
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,1,16.13746452331543
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,2,0.3717329204082489
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,3,0.28309687972068787
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,4,0.19472506642341614
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,5,0.15176652371883392
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,6,0.11744936555624008
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,7,0.10040795058012009
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,8,0.0626830905675888
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,9,0.03423512727022171
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,10,0.007999438792467117
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,11,-0.00025485680089332163
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,12,-0.0189303420484066
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,13,-0.04160964861512184
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,14,-0.053611211478710175
1,primary_ffn,"Primary: C64, d16, H4, FFN32",0,400,15,-0.06363441050052643
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,0,271.84295654296875
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,1,50.10356903076172
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,2,39.553768157958984
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,3,38.43360900878906
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,4,26.20646858215332
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,5,20.819429397583008
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,6,13.252266883850098
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,7,6.699920177459717
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,8,0.207530215382576
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,9,-1.010175108909607
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,10,-7.851980686187744
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,11,-14.0110502243042
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,12,-20.238374710083008
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,13,-25.703556060791016
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,14,-29.824914932250977
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,0,15,-44.46562576293945
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,0,74.97511291503906
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,1,2.215442657470703
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,2,1.8162044286727905
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,3,1.583885669708252
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,4,1.3126091957092285
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,5,1.0302711725234985
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,6,0.7957056164741516
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,7,0.3541186451911926
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,8,0.0012223322410136461
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,9,-0.13820114731788635
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,10,-0.4441906809806824
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,11,-0.8765655755996704
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,12,-1.1153593063354492
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,13,-1.3383270502090454
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,14,-1.6259182691574097
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,100,15,-1.8989286422729492
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,0,62.07471466064453
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,1,2.5162103176116943
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,2,2.1649997234344482
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,3,1.7862484455108643
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,4,1.5440118312835693
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,5,1.252476453781128
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,6,0.6785324811935425
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,7,0.3761700391769409
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,8,9.04719636309892e-05
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,9,-0.3101917803287506
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,10,-0.5770117044448853
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,11,-1.21751070022583
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,12,-1.495434045791626
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,13,-1.830321192741394
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,14,-2.1207127571105957
1,highlr_plateau,"High LR plateau: C128, d32, H1",0,400,15,-2.413217544555664
1,tuned,"Tuned: C128, d32, H1",0,0,0,271.84295654296875
1,tuned,"Tuned: C128, d32, H1",0,0,1,50.10356903076172
1,tuned,"Tuned: C128, d32, H1",0,0,2,39.553768157958984
1,tuned,"Tuned: C128, d32, H1",0,0,3,38.43360900878906
1,tuned,"Tuned: C128, d32, H1",0,0,4,26.20646858215332
1,tuned,"Tuned: C128, d32, H1",0,0,5,20.819429397583008
1,tuned,"Tuned: C128, d32, H1",0,0,6,13.252266883850098
1,tuned,"Tuned: C128, d32, H1",0,0,7,6.699920177459717
1,tuned,"Tuned: C128, d32, H1",0,0,8,0.207530215382576
1,tuned,"Tuned: C128, d32, H1",0,0,9,-1.010175108909607
1,tuned,"Tuned: C128, d32, H1",0,0,10,-7.851980686187744
1,tuned,"Tuned: C128, d32, H1",0,0,11,-14.0110502243042
1,tuned,"Tuned: C128, d32, H1",0,0,12,-20.238374710083008
1,tuned,"Tuned: C128, d32, H1",0,0,13,-25.703556060791016
1,tuned,"Tuned: C128, d32, H1",0,0,14,-29.824914932250977
1,tuned,"Tuned: C128, d32, H1",0,0,15,-44.46562576293945
1,tuned,"Tuned: C128, d32, H1",0,100,0,63.43585968017578
1,tuned,"Tuned: C128, d32, H1",0,100,1,42.114437103271484
1,tuned,"Tuned: C128, d32, H1",0,100,2,27.89596939086914
1,tuned,"Tuned: C128, d32, H1",0,100,3,25.255414962768555
1,tuned,"Tuned: C128, d32, H1",0,100,4,17.193620681762695
1,tuned,"Tuned: C128, d32, H1",0,100,5,15.703839302062988
1,tuned,"Tuned: C128, d32, H1",0,100,6,10.803190231323242
1,tuned,"Tuned: C128, d32, H1",0,100,7,8.861411094665527
1,tuned,"Tuned: C128, d32, H1",0,100,8,6.1108269691467285
1,tuned,"Tuned: C128, d32, H1",0,100,9,3.87184739112854
1,tuned,"Tuned: C128, d32, H1",0,100,10,2.036083698272705
1,tuned,"Tuned: C128, d32, H1",0,100,11,0.20883949100971222
1,tuned,"Tuned: C128, d32, H1",0,100,12,-0.03273704648017883
1,tuned,"Tuned: C128, d32, H1",0,100,13,-1.2936660051345825
1,tuned,"Tuned: C128, d32, H1",0,100,14,-2.886914014816284
1,tuned,"Tuned: C128, d32, H1",0,100,15,-3.7799065113067627
1,tuned,"Tuned: C128, d32, H1",0,400,0,70.56494140625
1,tuned,"Tuned: C128, d32, H1",0,400,1,18.97369384765625
1,tuned,"Tuned: C128, d32, H1",0,400,2,6.35981559753418
1,tuned,"Tuned: C128, d32, H1",0,400,3,4.788110733032227
1,tuned,"Tuned: C128, d32, H1",0,400,4,4.3287200927734375
1,tuned,"Tuned: C128, d32, H1",0,400,5,2.885666608810425
1,tuned,"Tuned: C128, d32, H1",0,400,6,2.444593667984009
1,tuned,"Tuned: C128, d32, H1",0,400,7,1.861602783203125
1,tuned,"Tuned: C128, d32, H1",0,400,8,1.34275221824646
1,tuned,"Tuned: C128, d32, H1",0,400,9,1.057729721069336
1,tuned,"Tuned: C128, d32, H1",0,400,10,0.679964005947113
1,tuned,"Tuned: C128, d32, H1",0,400,11,0.38560208678245544
1,tuned,"Tuned: C128, d32, H1",0,400,12,0.14818094670772552
1,tuned,"Tuned: C128, d32, H1",0,400,13,0.0006421541911549866
1,tuned,"Tuned: C128, d32, H1",0,400,14,-0.0401993989944458
1,tuned,"Tuned: C128, d32, H1",0,400,15,-0.17678946256637573
1,tuned,"Tuned: C128, d32, H1",0,800,0,72.05047607421875
1,tuned,"Tuned: C128, d32, H1",0,800,1,13.517723083496094
1,tuned,"Tuned: C128, d32, H1",0,800,2,3.708676815032959
1,tuned,"Tuned: C128, d32, H1",0,800,3,3.2251174449920654
1,tuned,"Tuned: C128, d32, H1",0,800,4,2.6243059635162354
1,tuned,"Tuned: C128, d32, H1",0,800,5,1.6722198724746704
1,tuned,"Tuned: C128, d32, H1",0,800,6,1.3323866128921509
1,tuned,"Tuned: C128, d32, H1",0,800,7,0.9272592067718506
1,tuned,"Tuned: C128, d32, H1",0,800,8,0.7160676717758179
1,tuned,"Tuned: C128, d32, H1",0,800,9,0.5895904898643494
1,tuned,"Tuned: C128, d32, H1",0,800,10,0.4448627829551697
1,tuned,"Tuned: C128, d32, H1",0,800,11,0.33030104637145996
1,tuned,"Tuned: C128, d32, H1",0,800,12,0.14216682314872742
1,tuned,"Tuned: C128, d32, H1",0,800,13,0.03649338707327843
1,tuned,"Tuned: C128, d32, H1",0,800,14,-2.1288380594342016e-05
1,tuned,"Tuned: C128, d32, H1",0,800,15,-0.0280118640512228
